10/8400 (epoch 0.060), train_loss = 3.05111740, grad/param norm = 4.0495e-01, time/batch = 0.0894s	
2510/8400 (epoch 14.940), train_loss = 1.65366065, grad/param norm = 2.6136e-02, time/batch = 0.0912s	
2520/8400 (epoch 15.000), train_loss = 1.63099682, grad/param norm = 2.6975e-02, time/batch = 0.0931s	
2530/8400 (epoch 15.060), train_loss = 1.58070899, grad/param norm = 2.3238e-02, time/batch = 0.0929s	
2540/8400 (epoch 15.119), train_loss = 1.63957966, grad/param norm = 2.7028e-02, time/batch = 0.0908s	
2550/8400 (epoch 15.179), train_loss = 1.57522766, grad/param norm = 2.9180e-02, time/batch = 0.0920s	
2560/8400 (epoch 15.238), train_loss = 1.61973513, grad/param norm = 3.1138e-02, time/batch = 0.0917s	
2570/8400 (epoch 15.298), train_loss = 1.63260793, grad/param norm = 2.5346e-02, time/batch = 0.0923s	
2580/8400 (epoch 15.357), train_loss = 1.57823814, grad/param norm = 2.2071e-02, time/batch = 0.0924s	
2590/8400 (epoch 15.417), train_loss = 1.65904563, grad/param norm = 2.8229e-02, time/batch = 0.0922s	
2600/8400 (epoch 15.476), train_loss = 1.60140560, grad/param norm = 2.3867e-02, time/batch = 0.0903s	
2610/8400 (epoch 15.536), train_loss = 1.59276454, grad/param norm = 2.3543e-02, time/batch = 0.0910s	
2620/8400 (epoch 15.595), train_loss = 1.62390160, grad/param norm = 2.5249e-02, time/batch = 0.0913s	
2630/8400 (epoch 15.655), train_loss = 1.65579299, grad/param norm = 2.5140e-02, time/batch = 0.0921s	
2640/8400 (epoch 15.714), train_loss = 1.67905758, grad/param norm = 2.6866e-02, time/batch = 0.0920s	
2650/8400 (epoch 15.774), train_loss = 1.61175573, grad/param norm = 2.5795e-02, time/batch = 0.0919s	
2660/8400 (epoch 15.833), train_loss = 1.63423466, grad/param norm = 2.4367e-02, time/batch = 0.0928s	
2670/8400 (epoch 15.893), train_loss = 1.63678305, grad/param norm = 2.3606e-02, time/batch = 0.0916s	
2680/8400 (epoch 15.952), train_loss = 1.61649661, grad/param norm = 2.3825e-02, time/batch = 0.0908s	
2690/8400 (epoch 16.012), train_loss = 1.63901960, grad/param norm = 2.4701e-02, time/batch = 0.0914s	
2700/8400 (epoch 16.071), train_loss = 1.57980428, grad/param norm = 2.3267e-02, time/batch = 0.0907s	
2710/8400 (epoch 16.131), train_loss = 1.63685290, grad/param norm = 2.4100e-02, time/batch = 0.0912s	
2720/8400 (epoch 16.190), train_loss = 1.61703918, grad/param norm = 2.3336e-02, time/batch = 0.0926s	
2730/8400 (epoch 16.250), train_loss = 1.59683500, grad/param norm = 2.4762e-02, time/batch = 0.0912s	
2740/8400 (epoch 16.310), train_loss = 1.59184550, grad/param norm = 2.3126e-02, time/batch = 0.0908s	
2750/8400 (epoch 16.369), train_loss = 1.59212082, grad/param norm = 2.5257e-02, time/batch = 0.1076s	
2760/8400 (epoch 16.429), train_loss = 1.67771693, grad/param norm = 2.4673e-02, time/batch = 0.0914s	
2770/8400 (epoch 16.488), train_loss = 1.64801213, grad/param norm = 2.8144e-02, time/batch = 0.0913s	
2780/8400 (epoch 16.548), train_loss = 1.57081451, grad/param norm = 2.7882e-02, time/batch = 0.0921s	
2790/8400 (epoch 16.607), train_loss = 1.50745352, grad/param norm = 2.2998e-02, time/batch = 0.0918s	
2800/8400 (epoch 16.667), train_loss = 1.62718934, grad/param norm = 2.6084e-02, time/batch = 0.0907s	
2810/8400 (epoch 16.726), train_loss = 1.64800065, grad/param norm = 2.5616e-02, time/batch = 0.0916s	
2820/8400 (epoch 16.786), train_loss = 1.66980084, grad/param norm = 2.7671e-02, time/batch = 0.0923s	
2830/8400 (epoch 16.845), train_loss = 1.59013718, grad/param norm = 2.6054e-02, time/batch = 0.0923s	
2840/8400 (epoch 16.905), train_loss = 1.67865646, grad/param norm = 2.3602e-02, time/batch = 0.0906s	
2850/8400 (epoch 16.964), train_loss = 1.60769231, grad/param norm = 2.5768e-02, time/batch = 0.1002s	
2860/8400 (epoch 17.024), train_loss = 1.67638256, grad/param norm = 2.4552e-02, time/batch = 0.0921s	
2870/8400 (epoch 17.083), train_loss = 1.55898477, grad/param norm = 2.4867e-02, time/batch = 0.0935s	
2880/8400 (epoch 17.143), train_loss = 1.60713751, grad/param norm = 2.3266e-02, time/batch = 0.0933s	
2890/8400 (epoch 17.202), train_loss = 1.58618206, grad/param norm = 2.5037e-02, time/batch = 0.0928s	
2900/8400 (epoch 17.262), train_loss = 1.58030421, grad/param norm = 2.2401e-02, time/batch = 0.0942s	
2910/8400 (epoch 17.321), train_loss = 1.50959322, grad/param norm = 2.5660e-02, time/batch = 0.0903s	
2920/8400 (epoch 17.381), train_loss = 1.62172948, grad/param norm = 2.4299e-02, time/batch = 0.0921s	
2930/8400 (epoch 17.440), train_loss = 1.65130512, grad/param norm = 2.3532e-02, time/batch = 0.0901s	
2940/8400 (epoch 17.500), train_loss = 1.57740847, grad/param norm = 2.2709e-02, time/batch = 0.0911s	
2950/8400 (epoch 17.560), train_loss = 1.57518571, grad/param norm = 2.5524e-02, time/batch = 0.0913s	
2960/8400 (epoch 17.619), train_loss = 1.60149401, grad/param norm = 2.5544e-02, time/batch = 0.0920s	
2970/8400 (epoch 17.679), train_loss = 1.60199115, grad/param norm = 2.5113e-02, time/batch = 0.0911s	
2980/8400 (epoch 17.738), train_loss = 1.61986439, grad/param norm = 2.4681e-02, time/batch = 0.0903s	
2990/8400 (epoch 17.798), train_loss = 1.67128906, grad/param norm = 2.2914e-02, time/batch = 0.0922s	
3000/8400 (epoch 17.857), train_loss = 1.62447412, grad/param norm = 2.6347e-02, time/batch = 0.0912s	
3010/8400 (epoch 17.917), train_loss = 1.63509984, grad/param norm = 2.7249e-02, time/batch = 0.0945s	
3020/8400 (epoch 17.976), train_loss = 1.60176441, grad/param norm = 2.2113e-02, time/batch = 0.0922s	
3030/8400 (epoch 18.036), train_loss = 1.63704163, grad/param norm = 2.5307e-02, time/batch = 0.0929s	
3040/8400 (epoch 18.095), train_loss = 1.64451897, grad/param norm = 2.4151e-02, time/batch = 0.0926s	
3050/8400 (epoch 18.155), train_loss = 1.57495945, grad/param norm = 2.4322e-02, time/batch = 0.0904s	
3060/8400 (epoch 18.214), train_loss = 1.60629977, grad/param norm = 2.5719e-02, time/batch = 0.0902s	
3070/8400 (epoch 18.274), train_loss = 1.57288696, grad/param norm = 2.3594e-02, time/batch = 0.0923s	
3080/8400 (epoch 18.333), train_loss = 1.54644391, grad/param norm = 2.4598e-02, time/batch = 0.0917s	
3090/8400 (epoch 18.393), train_loss = 1.64196084, grad/param norm = 2.6606e-02, time/batch = 0.0906s	
3100/8400 (epoch 18.452), train_loss = 1.57975964, grad/param norm = 2.5480e-02, time/batch = 0.0913s	
3110/8400 (epoch 18.512), train_loss = 1.64258141, grad/param norm = 2.6579e-02, time/batch = 0.0925s	
3120/8400 (epoch 18.571), train_loss = 1.61094020, grad/param norm = 2.3221e-02, time/batch = 0.0935s	
3130/8400 (epoch 18.631), train_loss = 1.60659734, grad/param norm = 2.5956e-02, time/batch = 0.0907s	
3140/8400 (epoch 18.690), train_loss = 1.60397268, grad/param norm = 2.6771e-02, time/batch = 0.0904s	
3150/8400 (epoch 18.750), train_loss = 1.64491518, grad/param norm = 2.4651e-02, time/batch = 0.0916s	
3160/8400 (epoch 18.810), train_loss = 1.62417304, grad/param norm = 2.3269e-02, time/batch = 0.0916s	
3170/8400 (epoch 18.869), train_loss = 1.55457689, grad/param norm = 2.2540e-02, time/batch = 0.0911s	
3180/8400 (epoch 18.929), train_loss = 1.63199808, grad/param norm = 2.3822e-02, time/batch = 0.0913s	
3190/8400 (epoch 18.988), train_loss = 1.61878261, grad/param norm = 2.3926e-02, time/batch = 0.0893s	
3200/8400 (epoch 19.048), train_loss = 1.55668442, grad/param norm = 2.2211e-02, time/batch = 0.0905s	
3210/8400 (epoch 19.107), train_loss = 1.61279462, grad/param norm = 2.7307e-02, time/batch = 0.0912s	
3220/8400 (epoch 19.167), train_loss = 1.53750884, grad/param norm = 2.4257e-02, time/batch = 0.0918s	
3230/8400 (epoch 19.226), train_loss = 1.57914680, grad/param norm = 2.4934e-02, time/batch = 0.0910s	
3240/8400 (epoch 19.286), train_loss = 1.63047944, grad/param norm = 2.8125e-02, time/batch = 0.0918s	
3250/8400 (epoch 19.345), train_loss = 1.62010238, grad/param norm = 2.2177e-02, time/batch = 0.0916s	
3260/8400 (epoch 19.405), train_loss = 1.60757094, grad/param norm = 2.6614e-02, time/batch = 0.0922s	
3270/8400 (epoch 19.464), train_loss = 1.61370912, grad/param norm = 2.2641e-02, time/batch = 0.0911s	
3280/8400 (epoch 19.524), train_loss = 1.59833452, grad/param norm = 2.2711e-02, time/batch = 0.0919s	
3290/8400 (epoch 19.583), train_loss = 1.61725005, grad/param norm = 2.3650e-02, time/batch = 0.0910s	
3300/8400 (epoch 19.643), train_loss = 1.60652774, grad/param norm = 2.5832e-02, time/batch = 0.0908s	
3310/8400 (epoch 19.702), train_loss = 1.60699001, grad/param norm = 2.4258e-02, time/batch = 0.0916s	
3320/8400 (epoch 19.762), train_loss = 1.59040789, grad/param norm = 2.5322e-02, time/batch = 0.0916s	
3330/8400 (epoch 19.821), train_loss = 1.61572271, grad/param norm = 2.4851e-02, time/batch = 0.0914s	
3340/8400 (epoch 19.881), train_loss = 1.66054040, grad/param norm = 2.2109e-02, time/batch = 0.0946s	
3350/8400 (epoch 19.940), train_loss = 1.64099929, grad/param norm = 2.2524e-02, time/batch = 0.1266s	
3360/8400 (epoch 20.000), train_loss = 1.59745889, grad/param norm = 2.2073e-02, time/batch = 0.0945s	
3370/8400 (epoch 20.060), train_loss = 1.55254334, grad/param norm = 2.1782e-02, time/batch = 0.0985s	
3380/8400 (epoch 20.119), train_loss = 1.63361636, grad/param norm = 2.2525e-02, time/batch = 0.1052s	
3390/8400 (epoch 20.179), train_loss = 1.57579561, grad/param norm = 2.3667e-02, time/batch = 0.0920s	
3400/8400 (epoch 20.238), train_loss = 1.55676013, grad/param norm = 2.3336e-02, time/batch = 0.0919s	
3410/8400 (epoch 20.298), train_loss = 1.62688032, grad/param norm = 2.2286e-02, time/batch = 0.0935s	
3420/8400 (epoch 20.357), train_loss = 1.56629111, grad/param norm = 2.1561e-02, time/batch = 0.3467s	
3430/8400 (epoch 20.417), train_loss = 1.62838962, grad/param norm = 2.4614e-02, time/batch = 0.1014s	
3440/8400 (epoch 20.476), train_loss = 1.56359929, grad/param norm = 2.1143e-02, time/batch = 0.0952s	
3450/8400 (epoch 20.536), train_loss = 1.59176052, grad/param norm = 2.1691e-02, time/batch = 0.0924s	
3460/8400 (epoch 20.595), train_loss = 1.58855600, grad/param norm = 2.2577e-02, time/batch = 0.0951s	
3470/8400 (epoch 20.655), train_loss = 1.64818424, grad/param norm = 2.7356e-02, time/batch = 0.0997s	
3480/8400 (epoch 20.714), train_loss = 1.65198525, grad/param norm = 2.3606e-02, time/batch = 0.0979s	
3490/8400 (epoch 20.774), train_loss = 1.55861937, grad/param norm = 2.2034e-02, time/batch = 0.1590s	
3500/8400 (epoch 20.833), train_loss = 1.62441652, grad/param norm = 2.5108e-02, time/batch = 0.0939s	
3510/8400 (epoch 20.893), train_loss = 1.61676959, grad/param norm = 2.1424e-02, time/batch = 0.0913s	
3520/8400 (epoch 20.952), train_loss = 1.58598539, grad/param norm = 2.1077e-02, time/batch = 0.0920s	
3530/8400 (epoch 21.012), train_loss = 1.65270151, grad/param norm = 2.4350e-02, time/batch = 0.0915s	
3540/8400 (epoch 21.071), train_loss = 1.58483188, grad/param norm = 2.0536e-02, time/batch = 0.0915s	
3550/8400 (epoch 21.131), train_loss = 1.58357038, grad/param norm = 2.2698e-02, time/batch = 0.0959s	
3560/8400 (epoch 21.190), train_loss = 1.58678299, grad/param norm = 2.3977e-02, time/batch = 0.0913s	
3570/8400 (epoch 21.250), train_loss = 1.55597102, grad/param norm = 2.4474e-02, time/batch = 0.0965s	
3580/8400 (epoch 21.310), train_loss = 1.55711568, grad/param norm = 2.0808e-02, time/batch = 0.0919s	
3590/8400 (epoch 21.369), train_loss = 1.58194245, grad/param norm = 2.3177e-02, time/batch = 0.2570s	
3600/8400 (epoch 21.429), train_loss = 1.64038033, grad/param norm = 2.2275e-02, time/batch = 0.0922s	
3610/8400 (epoch 21.488), train_loss = 1.61825963, grad/param norm = 2.3693e-02, time/batch = 0.0924s	
3620/8400 (epoch 21.548), train_loss = 1.54230320, grad/param norm = 2.2698e-02, time/batch = 0.0924s	
3630/8400 (epoch 21.607), train_loss = 1.49883804, grad/param norm = 2.2126e-02, time/batch = 0.0926s	
3640/8400 (epoch 21.667), train_loss = 1.59485900, grad/param norm = 2.0252e-02, time/batch = 0.3252s	
3650/8400 (epoch 21.726), train_loss = 1.61931542, grad/param norm = 2.5691e-02, time/batch = 0.0920s	
3660/8400 (epoch 21.786), train_loss = 1.62140469, grad/param norm = 2.3937e-02, time/batch = 0.0903s	
3670/8400 (epoch 21.845), train_loss = 1.56810946, grad/param norm = 2.2078e-02, time/batch = 0.0909s	
3680/8400 (epoch 21.905), train_loss = 1.67399913, grad/param norm = 2.5784e-02, time/batch = 0.0925s	
3690/8400 (epoch 21.964), train_loss = 1.56461033, grad/param norm = 2.2707e-02, time/batch = 0.0911s	
3700/8400 (epoch 22.024), train_loss = 1.64022402, grad/param norm = 2.0674e-02, time/batch = 0.0908s	
3710/8400 (epoch 22.083), train_loss = 1.55400594, grad/param norm = 2.2151e-02, time/batch = 0.0918s	
3720/8400 (epoch 22.143), train_loss = 1.60508633, grad/param norm = 2.0715e-02, time/batch = 0.0911s	
3730/8400 (epoch 22.202), train_loss = 1.55968509, grad/param norm = 2.1520e-02, time/batch = 0.0923s	
3740/8400 (epoch 22.262), train_loss = 1.59970640, grad/param norm = 2.4558e-02, time/batch = 0.0916s	
3750/8400 (epoch 22.321), train_loss = 1.50290868, grad/param norm = 2.1846e-02, time/batch = 0.0913s	
3760/8400 (epoch 22.381), train_loss = 1.59154413, grad/param norm = 2.3183e-02, time/batch = 0.0913s	
3770/8400 (epoch 22.440), train_loss = 1.62441698, grad/param norm = 2.3682e-02, time/batch = 0.0920s	
3780/8400 (epoch 22.500), train_loss = 1.54901291, grad/param norm = 2.1552e-02, time/batch = 0.0911s	
3790/8400 (epoch 22.560), train_loss = 1.54624180, grad/param norm = 2.3243e-02, time/batch = 0.0934s	
3800/8400 (epoch 22.619), train_loss = 1.61265726, grad/param norm = 2.3017e-02, time/batch = 0.0924s	
3810/8400 (epoch 22.679), train_loss = 1.60259721, grad/param norm = 2.1987e-02, time/batch = 0.0916s	
3820/8400 (epoch 22.738), train_loss = 1.61113249, grad/param norm = 2.3564e-02, time/batch = 0.0933s	
3830/8400 (epoch 22.798), train_loss = 1.66129507, grad/param norm = 2.3860e-02, time/batch = 0.0930s	
3840/8400 (epoch 22.857), train_loss = 1.58853612, grad/param norm = 2.2931e-02, time/batch = 0.1005s	
3850/8400 (epoch 22.917), train_loss = 1.60956181, grad/param norm = 2.4052e-02, time/batch = 0.0908s	
3860/8400 (epoch 22.976), train_loss = 1.60597516, grad/param norm = 2.0122e-02, time/batch = 0.0910s	
3870/8400 (epoch 23.036), train_loss = 1.64166216, grad/param norm = 2.5207e-02, time/batch = 0.0923s	
3880/8400 (epoch 23.095), train_loss = 1.64122204, grad/param norm = 2.2492e-02, time/batch = 0.0905s	
3890/8400 (epoch 23.155), train_loss = 1.55803763, grad/param norm = 2.1274e-02, time/batch = 0.0913s	
3900/8400 (epoch 23.214), train_loss = 1.56781790, grad/param norm = 2.2105e-02, time/batch = 0.0905s	
3910/8400 (epoch 23.274), train_loss = 1.59245008, grad/param norm = 2.2111e-02, time/batch = 0.0901s	
3920/8400 (epoch 23.333), train_loss = 1.52702235, grad/param norm = 2.2029e-02, time/batch = 0.0911s	
3930/8400 (epoch 23.393), train_loss = 1.61911922, grad/param norm = 2.1712e-02, time/batch = 0.0919s	
3940/8400 (epoch 23.452), train_loss = 1.57063361, grad/param norm = 2.1857e-02, time/batch = 0.0918s	
3950/8400 (epoch 23.512), train_loss = 1.62394928, grad/param norm = 2.4065e-02, time/batch = 0.0911s	
3960/8400 (epoch 23.571), train_loss = 1.59593040, grad/param norm = 2.5381e-02, time/batch = 0.0913s	
3970/8400 (epoch 23.631), train_loss = 1.57570436, grad/param norm = 2.2012e-02, time/batch = 0.0905s	
3980/8400 (epoch 23.690), train_loss = 1.57174505, grad/param norm = 2.2183e-02, time/batch = 0.0915s	
3990/8400 (epoch 23.750), train_loss = 1.63724202, grad/param norm = 2.2957e-02, time/batch = 0.0933s	
4000/8400 (epoch 23.810), train_loss = 1.60484811, grad/param norm = 2.0490e-02, time/batch = 0.0910s	
4010/8400 (epoch 23.869), train_loss = 1.54232219, grad/param norm = 2.3302e-02, time/batch = 0.0919s	
4020/8400 (epoch 23.929), train_loss = 1.60642376, grad/param norm = 2.3144e-02, time/batch = 0.0922s	
4030/8400 (epoch 23.988), train_loss = 1.60598231, grad/param norm = 2.3548e-02, time/batch = 0.0921s	
4040/8400 (epoch 24.048), train_loss = 1.54624327, grad/param norm = 2.3883e-02, time/batch = 0.0915s	
4050/8400 (epoch 24.107), train_loss = 1.57311751, grad/param norm = 2.0858e-02, time/batch = 0.0929s	
4060/8400 (epoch 24.167), train_loss = 1.49841220, grad/param norm = 2.1077e-02, time/batch = 0.0916s	
4070/8400 (epoch 24.226), train_loss = 1.55830682, grad/param norm = 2.0673e-02, time/batch = 0.0905s	
4080/8400 (epoch 24.286), train_loss = 1.58438551, grad/param norm = 2.3577e-02, time/batch = 0.0903s	
4090/8400 (epoch 24.345), train_loss = 1.60153663, grad/param norm = 2.2690e-02, time/batch = 0.0931s	
4100/8400 (epoch 24.405), train_loss = 1.61400352, grad/param norm = 2.4423e-02, time/batch = 0.0925s	
4110/8400 (epoch 24.464), train_loss = 1.57914038, grad/param norm = 2.2978e-02, time/batch = 0.0907s	
4120/8400 (epoch 24.524), train_loss = 1.58318039, grad/param norm = 2.1239e-02, time/batch = 0.0908s	
4130/8400 (epoch 24.583), train_loss = 1.59979510, grad/param norm = 2.2185e-02, time/batch = 0.0928s	
4140/8400 (epoch 24.643), train_loss = 1.56175802, grad/param norm = 2.2523e-02, time/batch = 0.0920s	
4150/8400 (epoch 24.702), train_loss = 1.59066288, grad/param norm = 2.3370e-02, time/batch = 0.2077s	
4160/8400 (epoch 24.762), train_loss = 1.58884721, grad/param norm = 2.3723e-02, time/batch = 0.0923s	
4170/8400 (epoch 24.821), train_loss = 1.60844251, grad/param norm = 2.2969e-02, time/batch = 0.0904s	
4180/8400 (epoch 24.881), train_loss = 1.64302463, grad/param norm = 2.2440e-02, time/batch = 0.0912s	
4190/8400 (epoch 24.940), train_loss = 1.63488562, grad/param norm = 2.0510e-02, time/batch = 0.0908s	
4200/8400 (epoch 25.000), train_loss = 1.55172414, grad/param norm = 2.0425e-02, time/batch = 0.0904s	
4210/8400 (epoch 25.060), train_loss = 1.53885331, grad/param norm = 1.8737e-02, time/batch = 0.0917s	
4220/8400 (epoch 25.119), train_loss = 1.62004138, grad/param norm = 2.3739e-02, time/batch = 0.0902s	
4230/8400 (epoch 25.179), train_loss = 1.52416713, grad/param norm = 2.1894e-02, time/batch = 0.0913s	
4240/8400 (epoch 25.238), train_loss = 1.56228387, grad/param norm = 2.3367e-02, time/batch = 0.0908s	
4250/8400 (epoch 25.298), train_loss = 1.58626733, grad/param norm = 2.0866e-02, time/batch = 0.0899s	
4260/8400 (epoch 25.357), train_loss = 1.56724798, grad/param norm = 2.1041e-02, time/batch = 0.0921s	
4270/8400 (epoch 25.417), train_loss = 1.60458020, grad/param norm = 2.1134e-02, time/batch = 0.0928s	
4280/8400 (epoch 25.476), train_loss = 1.55024527, grad/param norm = 2.1031e-02, time/batch = 0.0911s	
4290/8400 (epoch 25.536), train_loss = 1.55872562, grad/param norm = 2.0116e-02, time/batch = 0.0940s	
4300/8400 (epoch 25.595), train_loss = 1.58055855, grad/param norm = 2.2205e-02, time/batch = 0.0909s	
4310/8400 (epoch 25.655), train_loss = 1.61960347, grad/param norm = 2.2445e-02, time/batch = 0.1262s	
4320/8400 (epoch 25.714), train_loss = 1.63546568, grad/param norm = 1.9519e-02, time/batch = 0.0924s	
4330/8400 (epoch 25.774), train_loss = 1.56510351, grad/param norm = 2.1363e-02, time/batch = 0.1282s	
4340/8400 (epoch 25.833), train_loss = 1.60141913, grad/param norm = 2.3557e-02, time/batch = 0.2033s	
4350/8400 (epoch 25.893), train_loss = 1.59798711, grad/param norm = 2.0432e-02, time/batch = 0.1502s	
4360/8400 (epoch 25.952), train_loss = 1.57246017, grad/param norm = 2.0246e-02, time/batch = 0.1690s	
4370/8400 (epoch 26.012), train_loss = 1.59972435, grad/param norm = 1.9773e-02, time/batch = 0.1670s	
4380/8400 (epoch 26.071), train_loss = 1.54892736, grad/param norm = 1.8955e-02, time/batch = 0.1452s	
4390/8400 (epoch 26.131), train_loss = 1.58608594, grad/param norm = 1.9786e-02, time/batch = 0.0936s	
4400/8400 (epoch 26.190), train_loss = 1.57169942, grad/param norm = 2.3437e-02, time/batch = 0.1253s	
4410/8400 (epoch 26.250), train_loss = 1.53881182, grad/param norm = 2.2550e-02, time/batch = 0.1310s	
4420/8400 (epoch 26.310), train_loss = 1.55991326, grad/param norm = 2.0983e-02, time/batch = 0.1284s	
4430/8400 (epoch 26.369), train_loss = 1.55634360, grad/param norm = 2.1482e-02, time/batch = 0.0914s	
4440/8400 (epoch 26.429), train_loss = 1.63070847, grad/param norm = 2.0372e-02, time/batch = 0.1553s	
4450/8400 (epoch 26.488), train_loss = 1.61055036, grad/param norm = 2.1174e-02, time/batch = 0.1326s	
4460/8400 (epoch 26.548), train_loss = 1.52836288, grad/param norm = 2.0199e-02, time/batch = 0.1292s	
4470/8400 (epoch 26.607), train_loss = 1.50571218, grad/param norm = 2.1420e-02, time/batch = 0.1339s	
4480/8400 (epoch 26.667), train_loss = 1.57694933, grad/param norm = 2.0576e-02, time/batch = 0.2122s	
4490/8400 (epoch 26.726), train_loss = 1.61587220, grad/param norm = 2.4103e-02, time/batch = 0.0910s	
4500/8400 (epoch 26.786), train_loss = 1.61919849, grad/param norm = 2.1830e-02, time/batch = 0.1654s	
4510/8400 (epoch 26.845), train_loss = 1.55849074, grad/param norm = 1.9978e-02, time/batch = 0.1175s	
4520/8400 (epoch 26.905), train_loss = 1.63438251, grad/param norm = 2.1902e-02, time/batch = 0.1358s	
4530/8400 (epoch 26.964), train_loss = 1.55711302, grad/param norm = 2.1721e-02, time/batch = 0.1562s	
4540/8400 (epoch 27.024), train_loss = 1.64470773, grad/param norm = 2.1305e-02, time/batch = 0.1282s	
4550/8400 (epoch 27.083), train_loss = 1.54171293, grad/param norm = 2.1402e-02, time/batch = 0.0942s	
4560/8400 (epoch 27.143), train_loss = 1.60317272, grad/param norm = 2.2261e-02, time/batch = 0.1328s	
4570/8400 (epoch 27.202), train_loss = 1.55067945, grad/param norm = 2.0761e-02, time/batch = 0.2133s	
4580/8400 (epoch 27.262), train_loss = 1.57116717, grad/param norm = 2.2161e-02, time/batch = 0.1005s	
4590/8400 (epoch 27.321), train_loss = 1.48788753, grad/param norm = 1.9074e-02, time/batch = 0.0952s	
4600/8400 (epoch 27.381), train_loss = 1.58498315, grad/param norm = 2.0439e-02, time/batch = 0.1021s	
4610/8400 (epoch 27.440), train_loss = 1.60181030, grad/param norm = 2.1161e-02, time/batch = 0.0958s	
4620/8400 (epoch 27.500), train_loss = 1.55569943, grad/param norm = 2.3051e-02, time/batch = 0.1420s	
4630/8400 (epoch 27.560), train_loss = 1.53288994, grad/param norm = 2.0285e-02, time/batch = 0.0906s	
4640/8400 (epoch 27.619), train_loss = 1.57760059, grad/param norm = 1.9546e-02, time/batch = 0.0915s	
4650/8400 (epoch 27.679), train_loss = 1.57327471, grad/param norm = 2.1227e-02, time/batch = 0.0925s	
4660/8400 (epoch 27.738), train_loss = 1.58872016, grad/param norm = 2.1632e-02, time/batch = 0.0913s	
4670/8400 (epoch 27.798), train_loss = 1.65695587, grad/param norm = 2.1978e-02, time/batch = 0.0907s	
4680/8400 (epoch 27.857), train_loss = 1.56002433, grad/param norm = 2.0651e-02, time/batch = 0.0926s	
4690/8400 (epoch 27.917), train_loss = 1.58113398, grad/param norm = 2.2450e-02, time/batch = 0.0915s	
4700/8400 (epoch 27.976), train_loss = 1.58762873, grad/param norm = 2.0789e-02, time/batch = 0.3137s	
4710/8400 (epoch 28.036), train_loss = 1.61405955, grad/param norm = 2.1483e-02, time/batch = 0.0936s	
4720/8400 (epoch 28.095), train_loss = 1.62545680, grad/param norm = 2.1137e-02, time/batch = 0.1003s	
4730/8400 (epoch 28.155), train_loss = 1.52310597, grad/param norm = 2.1372e-02, time/batch = 0.1116s	
4740/8400 (epoch 28.214), train_loss = 1.56510455, grad/param norm = 2.3790e-02, time/batch = 0.0929s	
4750/8400 (epoch 28.274), train_loss = 1.54426979, grad/param norm = 1.8588e-02, time/batch = 0.0916s	
4760/8400 (epoch 28.333), train_loss = 1.51628850, grad/param norm = 2.2130e-02, time/batch = 0.0900s	
4770/8400 (epoch 28.393), train_loss = 1.60550568, grad/param norm = 2.2162e-02, time/batch = 0.0922s	
4780/8400 (epoch 28.452), train_loss = 1.56246481, grad/param norm = 1.9045e-02, time/batch = 0.0918s	
4790/8400 (epoch 28.512), train_loss = 1.63460537, grad/param norm = 2.4551e-02, time/batch = 0.0923s	
4800/8400 (epoch 28.571), train_loss = 1.55168984, grad/param norm = 1.9017e-02, time/batch = 0.0928s	
4810/8400 (epoch 28.631), train_loss = 1.57887357, grad/param norm = 1.9264e-02, time/batch = 0.0908s	
4820/8400 (epoch 28.690), train_loss = 1.53565232, grad/param norm = 1.9795e-02, time/batch = 0.0923s	
4830/8400 (epoch 28.750), train_loss = 1.60804394, grad/param norm = 2.0920e-02, time/batch = 0.0897s	
4840/8400 (epoch 28.810), train_loss = 1.58638178, grad/param norm = 1.9247e-02, time/batch = 0.0918s	
4850/8400 (epoch 28.869), train_loss = 1.52214109, grad/param norm = 1.8179e-02, time/batch = 0.0969s	
4860/8400 (epoch 28.929), train_loss = 1.58637470, grad/param norm = 2.1350e-02, time/batch = 0.0914s	
4870/8400 (epoch 28.988), train_loss = 1.59053891, grad/param norm = 2.2296e-02, time/batch = 0.0904s	
4880/8400 (epoch 29.048), train_loss = 1.51976140, grad/param norm = 1.9925e-02, time/batch = 0.0919s	
4890/8400 (epoch 29.107), train_loss = 1.56517045, grad/param norm = 1.8847e-02, time/batch = 0.0927s	
4900/8400 (epoch 29.167), train_loss = 1.49767250, grad/param norm = 2.1349e-02, time/batch = 0.0924s	
4910/8400 (epoch 29.226), train_loss = 1.55607563, grad/param norm = 2.2171e-02, time/batch = 0.0904s	
4920/8400 (epoch 29.286), train_loss = 1.56158965, grad/param norm = 2.1107e-02, time/batch = 0.0914s	
4930/8400 (epoch 29.345), train_loss = 1.56547460, grad/param norm = 2.1958e-02, time/batch = 0.0914s	
4940/8400 (epoch 29.405), train_loss = 1.58845681, grad/param norm = 2.3034e-02, time/batch = 0.0929s	
4950/8400 (epoch 29.464), train_loss = 1.56435132, grad/param norm = 2.0420e-02, time/batch = 0.0894s	
4960/8400 (epoch 29.524), train_loss = 1.60198835, grad/param norm = 1.9830e-02, time/batch = 0.0914s	
4970/8400 (epoch 29.583), train_loss = 1.58473040, grad/param norm = 2.2194e-02, time/batch = 0.0920s	
4980/8400 (epoch 29.643), train_loss = 1.57843768, grad/param norm = 2.0892e-02, time/batch = 0.0916s	
4990/8400 (epoch 29.702), train_loss = 1.59769359, grad/param norm = 2.5017e-02, time/batch = 0.0912s	
